Company,Name,Kill,Id,CommandLine
Microsoft Corporation,ONENOTEM,Y,19712,"""C:\Program Files\Microsoft Office\root\Office16\ONENOTEM.EXE"" /tsr"
Microsoft Corporation,OpenConsole,,40772,"""C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.10.2383.0_x64__8wekyb3d8bbwe\OpenConsole.exe"" --headless --win32input --resizeQuirk --width 120 --height 30 --signal 0xb7c --server 0xb48"
Electronic Arts,Origin,,12236,"""C:\Program Files (x86)\Origin\Origin.exe"" -AutoStart"
,OriginClientService,,23540,
,OriginWebHelperService,,6120,
,PnkBstrA,,5964,
Microsoft Corporation,pwsh,,48408,"""C:\Program Files\PowerShell\7\pwsh.exe"""
,QtWebEngineProcess,,12600,"""C:\Program Files (x86)\Origin\QtWebEngineProcess.exe"" --type=renderer --disable-accelerated-video-decode --disable-gpu-memory-buffer-video-frames --enable-threaded-compositing --no-sandbox --disable-webrtc-hw-encoding --primordial-pipe-token=6FABDCB90E4C617048676F4CB82BFEC2 --lang=en-US --enable-pinch --device-scale-factor=1 --num-raster-threads=3 --content-image-texture-target=3553,3553,3553,3553,3553,3553,3553,3553,3553,3553,3553,3553,3553,3553,3553 --video-image-texture-target=3553,3553,3553,3553,3553,3553,3553,3553,3553,3553,3553,3553,3553,3553,3553 --disable-gpu-compositing --mojo-channel-token=26D8101CABDF209B4266CD91236DEF17 --mojo-application-channel-token=6FABDCB90E4C617048676F4CB82BFEC2 --channel=""12236.2.707092731\1200510833"" --mojo-platform-channel-handle=4456 /prefetch:1"
,QtWebEngineProcess,,19436,"""C:\Program Files (x86)\Origin\QtWebEngineProcess.exe"" --type=renderer --disable-accelerated-video-decode --disable-gpu-memory-buffer-video-frames --enable-threaded-compositing --no-sandbox --disable-webrtc-hw-encoding --primordial-pipe-token=DD4C1632B2EAFBEBF256EEF0BF5CFFAC --lang=en-US --enable-pinch --device-scale-factor=1 --num-raster-threads=3 --content-image-texture-target=3553,3553,3553,3553,3553,3553,3553,3553,3553,3553,3553,3553,3553,3553,3553 --video-image-texture-target=3553,3553,3553,3553,3553,3553,3553,3553,3553,3553,3553,3553,3553,3553,3553 --disable-gpu-compositing --mojo-channel-token=B8DC568789B70D2B5C26ECEBFC4D3437 --mojo-application-channel-token=DD4C1632B2EAFBEBF256EEF0BF5CFFAC --channel=""12236.0.1332779545\1554560272"" --mojo-platform-channel-handle=3804 /prefetch:1"
,QtWebEngineProcess,,19720,"""C:\Program Files (x86)\Origin\QtWebEngineProcess.exe"" --type=renderer --disable-accelerated-video-decode --disable-gpu-memory-buffer-video-frames --enable-threaded-compositing --no-sandbox --disable-webrtc-hw-encoding --disable-databases --primordial-pipe-token=3F47CB112C99F945D4B8F7286CF4B5BC --lang=en-US --enable-pinch --device-scale-factor=1 --num-raster-threads=3 --content-image-texture-target=3553,3553,3553,3553,3553,3553,3553,3553,3553,3553,3553,3553,3553,3553,3553 --video-image-texture-target=3553,3553,3553,3553,3553,3553,3553,3553,3553,3553,3553,3553,3553,3553,3553 --disable-gpu-compositing --mojo-channel-token=8E2D5E2976A8B3649192390643087EE1 --mojo-application-channel-token=3F47CB112C99F945D4B8F7286CF4B5BC --channel=""12236.3.682939429\724087828"" --mojo-platform-channel-handle=5012 /prefetch:1"
,QtWebEngineProcess,,20020,"""C:\Program Files (x86)\Origin\QtWebEngineProcess.exe"" --type=renderer --disable-accelerated-video-decode --disable-gpu-memory-buffer-video-frames --enable-threaded-compositing --no-sandbox --disable-webrtc-hw-encoding --primordial-pipe-token=DF8CFC6ECB1F3E62EA46BF45FC2369C9 --lang=en-US --enable-pinch --device-scale-factor=1 --num-raster-threads=3 --content-image-texture-target=3553,3553,3553,3553,3553,3553,3553,3553,3553,3553,3553,3553,3553,3553,3553 --video-image-texture-target=3553,3553,3553,3553,3553,3553,3553,3553,3553,3553,3553,3553,3553,3553,3553 --disable-gpu-compositing --mojo-channel-token=DA68FED7D00B513AEC445C171715E833 --mojo-application-channel-token=DF8CFC6ECB1F3E62EA46BF45FC2369C9 --channel=""12236.6.1668909095\1868117356"" --mojo-platform-channel-handle=5448 /prefetch:1"
,QtWebEngineProcess,,20028,"""C:\Program Files (x86)\Origin\QtWebEngineProcess.exe"" --type=renderer --disable-accelerated-video-decode --disable-gpu-memory-buffer-video-frames --enable-threaded-compositing --no-sandbox --disable-webrtc-hw-encoding --primordial-pipe-token=C5885C0D33237F98A49F495B74628600 --lang=en-US --enable-pinch --device-scale-factor=1 --num-raster-threads=3 --content-image-texture-target=3553,3553,3553,3553,3553,3553,3553,3553,3553,3553,3553,3553,3553,3553,3553 --video-image-texture-target=3553,3553,3553,3553,3553,3553,3553,3553,3553,3553,3553,3553,3553,3553,3553 --disable-gpu-compositing --mojo-channel-token=A5F8A552E11FFBC25824A73DFFA291CC --mojo-application-channel-token=C5885C0D33237F98A49F495B74628600 --channel=""12236.7.788159708\104796477"" --mojo-platform-channel-handle=5464 /prefetch:1"
,RazerInstaller,,53188,
,Registry,,132,
,remoting_host,,5428,
,remoting_host,,7244,
,ROGLiveService,,5988,
,RTSS,,50908,
,RTSSHooksLoader64,,48844,
Microsoft Corporation,rundll32,,4768,"""C:\WINDOWS\system32\rundll32.exe"" -localserver 22d8c27b-47a1-48d1-ad08-7da7abd79617"
,rundll32,,7796,
Microsoft Corporation,RuntimeBroker,,2812,C:\Windows\System32\RuntimeBroker.exe -Embedding
Microsoft Corporation,RuntimeBroker,,8248,C:\Windows\System32\RuntimeBroker.exe -Embedding
Microsoft Corporation,RuntimeBroker,,12264,C:\Windows\System32\RuntimeBroker.exe -Embedding
Microsoft Corporation,RuntimeBroker,,12396,C:\Windows\System32\RuntimeBroker.exe -Embedding
Microsoft Corporation,RuntimeBroker,,12848,C:\Windows\System32\RuntimeBroker.exe -Embedding
Microsoft Corporation,RuntimeBroker,,13376,C:\Windows\System32\RuntimeBroker.exe -Embedding
Microsoft Corporation,RuntimeBroker,,14040,C:\Windows\System32\RuntimeBroker.exe -Embedding
Microsoft Corporation,RuntimeBroker,,14068,C:\Windows\System32\RuntimeBroker.exe -Embedding
Microsoft Corporation,RuntimeBroker,,16220,C:\Windows\System32\RuntimeBroker.exe -Embedding
Microsoft Corporation,RuntimeBroker,,17396,C:\Windows\System32\RuntimeBroker.exe -Embedding
Microsoft Corporation,RuntimeBroker,,19700,C:\Windows\System32\RuntimeBroker.exe -Embedding
Microsoft Corporation,RuntimeBroker,,31260,C:\Windows\System32\RuntimeBroker.exe -Embedding
Microsoft Corporation,RuntimeBroker,,39552,C:\Windows\System32\RuntimeBroker.exe -Embedding
Microsoft Corporation,SDXHelper,,21364,"""C:\Program Files\Microsoft Office\Root\Office16\SDXHelper.exe"" -Embedding"
Microsoft Corporation,SearchApp,Y,11740,"""C:\WINDOWS\SystemApps\Microsoft.Windows.Search_cw5n1h2txyewy\SearchApp.exe"" -ServerName:CortanaUI.AppX8z9r6jm96hw4bsbneegw0kyxx296wr9t.mca"
,SearchIndexer,,2740,
,Secure System,,64,
,SecurityHealthService,,8268,
,ServiceLayer,,5896,
,services,,620,
"Logitech, Inc.",SetPoint,,17400,"""C:\Program Files\Logitech\SetPointP\SetPoint.exe"" /launchGaming"
Microsoft Corporation,SettingSyncHost,,12336,C:\WINDOWS\system32\SettingSyncHost.exe -Embedding
,SgrmBroker,,10408,
Microsoft Corporation,ShellExperienceHost,,14052,"""C:\WINDOWS\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe"" -ServerName:App.AppXtk181tbxbce2qsex02s8tw7hfxa9xb3t.mca"
Microsoft Corporation,sihost,,1020,sihost.exe
Slack Technologies Inc.,slack,,16328,#NAME?
Slack Technologies Inc.,slack,,17292,"""C:\Users\brian\AppData\Local\slack\app-4.19.3\slack.exe"" --type=gpu-process --field-trial-handle=1824,17454295955180387771,12110528598566842014,131072 --disable-features=AllowAggressiveThrottlingWithWebSocket,CalculateNativeWinOcclusion,CookiesWithoutSameSiteMustBeSecure,HardwareMediaKeyHandling,IntensiveWakeUpThrottling,RequestInitiatorSiteLockEnfocement,SameSiteByDefaultCookies,SpareRendererForSitePerProcess,WebRtcHideLocalIpsWithMdns,WinRetrieveSuggestionsOnlyOnDemand --gpu-preferences=SAAAAAAAAADgAAAwAAAAAAAAAAAAAAAAAABgAAAAAAAoAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAB4AAAAAAAAAHgAAAAAAAAAKAAAAAQAAAAgAAAAAAAAACgAAAAAAAAAMAAAAAAAAAA4AAAAAAAAABAAAAAAAAAAAAAAAAUAAAAQAAAAAAAAAAAAAAAGAAAAEAAAAAAAAAABAAAABQAAABAAAAAAAAAAAQAAAAYAAAAIAAAAAAAAAAgAAAAAAAAA --mojo-platform-channel-handle=1836 /prefetch:2"
Slack Technologies Inc.,slack,,18736,"""C:\Users\brian\AppData\Local\slack\app-4.19.3\slack.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --field-trial-handle=1824,17454295955180387771,12110528598566842014,131072 --disable-features=AllowAggressiveThrottlingWithWebSocket,CalculateNativeWinOcclusion,CookiesWithoutSameSiteMustBeSecure,HardwareMediaKeyHandling,IntensiveWakeUpThrottling,RequestInitiatorSiteLockEnfocement,SameSiteByDefaultCookies,SpareRendererForSitePerProcess,WebRtcHideLocalIpsWithMdns,WinRetrieveSuggestionsOnlyOnDemand --lang=en-GB --service-sandbox-type=none --standard-schemes=app,slack-webapp-dev --enable-sandbox --secure-schemes=app,slack-webapp-dev --bypasscsp-schemes=slack-webapp-dev --cors-schemes=slack-webapp-dev --fetch-schemes=slack-webapp-dev --service-worker-schemes=slack-webapp-dev --streaming-schemes --mojo-platform-channel-handle=1916 /prefetch:8"
Slack Technologies Inc.,slack,,19780,"""C:\Users\brian\AppData\Local\slack\app-4.19.3\slack.exe"" --type=renderer --autoplay-policy=no-user-gesture-required --force-color-profile=srgb --field-trial-handle=1824,17454295955180387771,12110528598566842014,131072 --disable-features=AllowAggressiveThrottlingWithWebSocket,CalculateNativeWinOcclusion,CookiesWithoutSameSiteMustBeSecure,HardwareMediaKeyHandling,IntensiveWakeUpThrottling,RequestInitiatorSiteLockEnfocement,SameSiteByDefaultCookies,SpareRendererForSitePerProcess,WebRtcHideLocalIpsWithMdns,WinRetrieveSuggestionsOnlyOnDemand --lang=en-GB --standard-schemes=app,slack-webapp-dev --enable-sandbox --secure-schemes=app,slack-webapp-dev --bypasscsp-schemes=slack-webapp-dev --cors-schemes=slack-webapp-dev --fetch-schemes=slack-webapp-dev --service-worker-schemes=slack-webapp-dev --streaming-schemes --app-user-model-id=com.squirrel.slack.slack --app-path=""C:\Users\brian\AppData\Local\slack\app-4.19.3\resources\app.asar"" --enable-sandbox --device-scale-factor=1 --num-raster-threads=3 --enable-main-frame-before-activation --renderer-client-id=4 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=2728 /prefetch:1 --window-type=main"
Slack Technologies Inc.,slack,,20236,"""C:\Users\brian\AppData\Local\slack\app-4.19.3\slack.exe"" --type=utility --utility-sub-type=audio.mojom.AudioService --field-trial-handle=1824,17454295955180387771,12110528598566842014,131072 --disable-features=AllowAggressiveThrottlingWithWebSocket,CalculateNativeWinOcclusion,CookiesWithoutSameSiteMustBeSecure,HardwareMediaKeyHandling,IntensiveWakeUpThrottling,RequestInitiatorSiteLockEnfocement,SameSiteByDefaultCookies,SpareRendererForSitePerProcess,WebRtcHideLocalIpsWithMdns,WinRetrieveSuggestionsOnlyOnDemand --lang=en-GB --service-sandbox-type=audio --standard-schemes=app,slack-webapp-dev --enable-sandbox --secure-schemes=app,slack-webapp-dev --bypasscsp-schemes=slack-webapp-dev --cors-schemes=slack-webapp-dev --fetch-schemes=slack-webapp-dev --service-worker-schemes=slack-webapp-dev --streaming-schemes --mojo-platform-channel-handle=4956 /prefetch:8"
Slack Technologies Inc.,slack,,20304,"C:\Users\brian\AppData\Local\slack\app-4.19.3\slack.exe --type=crashpad-handler --user-data-dir=C:\Users\brian\AppData\Roaming\Slack /prefetch:7 --no-rate-limit --no-upload-gzip --monitor-self-annotation=ptype=crashpad-handler --database=C:\Users\brian\AppData\Roaming\Slack\Crashpad --url=https://slack.com/apps/sentryproxy/api/5277886/minidump/?sentry_key=fd30fe469dbf4aec9db40548e5acf91e --annotation=_productName=Slack --annotation=_version=4.19.3 --annotation=prod=Electron --annotation=ver=13.2.1 --initial-client-data=0x510,0x4fc,0x51c,0x518,0x520,0x7ff66e270590,0x7ff66e2705a0,0x7ff66e2705b0"
Slack Technologies Inc.,slack,,29244,"""C:\Users\brian\AppData\Local\slack\app-4.19.3\slack.exe"" ""slack://channel/?id=D0F0VNX1R&message=1632738606.002600&team=T0EQ9QM4P&origin=notification"""
,smss,,512,
SoundSwitch,SoundSwitch,,18708,"""C:\Program Files\SoundSwitch\SoundSwitch.exe"" "
,spoolsv,,4528,
(c)2020 Datacolor,SpyderUtility,Y,20680,"""C:\Program Files (x86)\Datacolor\SpyderXPro\Utility\SpyderUtility.exe"" "
,sqlwriter,,6028,
,SS3Svc32,,6956,
,SS3Svc64,,14564,
,sshd,,6048,
,StartMenuExperienceHost,,11464,"""C:\WINDOWS\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe"" -ServerName:App.AppXywbrabmsek0gm3tkwpr5kwzbs55tkqay.mca"
Valve Corporation,steam,,14108,"""E:\Games\Steam\steam.exe"" -silent"
,SteamService,,5924,
Valve Corporation,steamwebhelper,,2752,"E:\Games\Steam\bin\cef\cef.win7x64\steamwebhelper.exe ""-lang=en_US"" ""-cachedir=C:\Users\brian\AppData\Local\Steam\htmlcache"" ""-steampid=14108"" ""-buildid=1631912732"" ""-steamid=0"" ""-cachedir=C:\Users\brian\AppData\Local\Steam\htmlcache"" ""-steamuniverse=Public"" ""-realm=Global"" ""-clientui=E:\Games\Steam\clientui"" --enable-blink-features=ResizeObserver,Worklet,AudioWorklet --enable-media-stream --enable-smooth-scrolling --enable-direct-write ""--log-file=E:\Games\Steam\logs\cef_log.txt"" --disable-quick-menu"
Valve Corporation,steamwebhelper,,4148,"""E:\Games\Steam\bin\cef\cef.win7x64\steamwebhelper.exe"" --type=renderer --log-file=""E:\Games\Steam\logs\cef_log.txt"" --field-trial-handle=1760,6215498917415498783,1501915834068821843,131072 --disable-features=MimeHandlerViewInCrossProcessFrame --enable-blink-features=ResizeObserver,Worklet,AudioWorklet --lang=en-GB --log-file=""E:\Games\Steam\logs\cef_log.txt"" --product-version=""Valve Steam Client"" --buildid=1631912732 --steamid=0 --device-scale-factor=1 --num-raster-threads=3 --enable-main-frame-before-activation --service-request-channel-token=1046974835944574298 --renderer-client-id=7 --mojo-platform-channel-handle=3224 /prefetch:1"
Valve Corporation,steamwebhelper,,17520,"E:\Games\Steam\bin\cef\cef.win7x64\steamwebhelper.exe --type=crashpad-handler /prefetch:7 --max-uploads=5 --max-db-size=20 --max-db-age=5 --monitor-self-annotation=ptype=crashpad-handler --database=E:\Games\Steam\dumps ""--metrics-dir=C:\Users\brian\AppData\Local\CEF\User Data"" --url=http://crash.steampowered.com/submit --annotation=platform=win64 --annotation=product=cefwebhelper --annotation=version=1631912732 --initial-client-data=0x328,0x324,0x33c,0x31c,0x340,0x7ffb31aebf10,0x7ffb31aebf20,0x7ffb31aebf30"
Valve Corporation,steamwebhelper,,18840,"""E:\Games\Steam\bin\cef\cef.win7x64\steamwebhelper.exe"" --type=gpu-process --field-trial-handle=1760,6215498917415498783,1501915834068821843,131072 --disable-features=MimeHandlerViewInCrossProcessFrame --log-file=""E:\Games\Steam\logs\cef_log.txt"" --product-version=""Valve Steam Client"" --lang=en-GB --buildid=1631912732 --steamid=0 --gpu-preferences=KAAAAAAAAADgAAAwAAAAAAAAYAAAAAAAEAAAAAAAAAAAAAAAAAAAACgAAAAEAAAAIAAAAAAAAAAoAAAAAAAAADAAAAAAAAAAOAAAAAAAAAAQAAAAAAAAAAAAAAAFAAAAEAAAAAAAAAAAAAAABgAAABAAAAAAAAAAAQAAAAUAAAAQAAAAAAAAAAEAAAAGAAAA --log-file=""E:\Games\Steam\logs\cef_log.txt"" --service-request-channel-token=13898501009469861886 --mojo-platform-channel-handle=1764 --ignored="" --type=renderer "" /prefetch:2"
Valve Corporation,steamwebhelper,,19212,"""E:\Games\Steam\bin\cef\cef.win7x64\steamwebhelper.exe"" --type=utility --field-trial-handle=1760,6215498917415498783,1501915834068821843,131072 --disable-features=MimeHandlerViewInCrossProcessFrame --lang=en-GB --service-sandbox-type=network --log-file=""E:\Games\Steam\logs\cef_log.txt"" --product-version=""Valve Steam Client"" --lang=en-GB --buildid=1631912732 --steamid=0 --log-file=""E:\Games\Steam\logs\cef_log.txt"" --service-request-channel-token=17618332160250534117 --mojo-platform-channel-handle=1776 /prefetch:8"
Valve Corporation,steamwebhelper,,25160,"""E:\Games\Steam\bin\cef\cef.win7x64\steamwebhelper.exe"" --type=renderer --log-file=""E:\Games\Steam\logs\cef_log.txt"" --field-trial-handle=1760,6215498917415498783,1501915834068821843,131072 --disable-features=MimeHandlerViewInCrossProcessFrame --enable-blink-features=ResizeObserver,Worklet,AudioWorklet --lang=en-GB --log-file=""E:\Games\Steam\logs\cef_log.txt"" --product-version=""Valve Steam Client"" --buildid=1631912732 --steamid=0 --device-scale-factor=1 --num-raster-threads=3 --enable-main-frame-before-activation --service-request-channel-token=3008396311318466539 --renderer-client-id=5 --mojo-platform-channel-handle=2860 /prefetch:1"
Valve Corporation,steamwebhelper,,31284,"""E:\Games\Steam\bin\cef\cef.win7x64\steamwebhelper.exe"" --type=renderer --log-file=""E:\Games\Steam\logs\cef_log.txt"" --field-trial-handle=1760,6215498917415498783,1501915834068821843,131072 --disable-features=MimeHandlerViewInCrossProcessFrame --enable-blink-features=ResizeObserver,Worklet,AudioWorklet --lang=en-GB --log-file=""E:\Games\Steam\logs\cef_log.txt"" --product-version=""Valve Steam Client"" --buildid=1631912732 --steamid=0 --device-scale-factor=1 --num-raster-threads=3 --enable-main-frame-before-activation --service-request-channel-token=9878957276961039042 --renderer-client-id=9 --mojo-platform-channel-handle=4052 /prefetch:1"
,svchost,,1016,
,svchost,,1076,
,svchost,,1196,
,svchost,,1244,
,svchost,,1352,
,svchost,,1452,
,svchost,,1492,
,svchost,,1568,
,svchost,,1620,
Microsoft Corporation,svchost,,1660,C:\WINDOWS\System32\svchost.exe -k UnistackSvcGroup
,svchost,,1680,
,svchost,,1744,
,svchost,,1752,
,svchost,,1764,
,svchost,,1772,
,svchost,,1880,
,svchost,,1916,
,svchost,,2028,
,svchost,,2080,
,svchost,,2092,
,svchost,,2192,
,svchost,,2224,
,svchost,,2316,
,svchost,,2352,
,svchost,,2388,
,svchost,,2600,
,svchost,,2712,
,svchost,,2768,
,svchost,,2796,
,svchost,,3052,
,svchost,,3060,
,svchost,,3068,
,svchost,,3084,
,svchost,,3092,
,svchost,,3132,
,svchost,,3452,
,svchost,,3480,
,svchost,,3536,
,svchost,,3552,
,svchost,,3596,
,svchost,,3684,
,svchost,,3776,
,svchost,,3824,
,svchost,,3832,
,svchost,,3852,
,svchost,,3888,
,svchost,,4160,
,svchost,,4196,
,svchost,,4368,
,svchost,,4872,
,svchost,,4880,
,svchost,,4924,
,svchost,,4952,
,svchost,,5004,
,svchost,,5208,
,svchost,,5376,
,svchost,,5436,
,svchost,,5444,
,svchost,,5452,
,svchost,,5496,
,svchost,,5648,
Microsoft Corporation,svchost,,5904,C:\WINDOWS\system32\svchost.exe -k BthAppGroup -p -s BluetoothUserService
,svchost,,5908,
,svchost,,6036,
,svchost,,6068,
,svchost,,6092,
,svchost,,6192,
,svchost,,6200,
,svchost,,6392,
,svchost,,6496,
,svchost,,7492,
,svchost,,8276,
Microsoft Corporation,svchost,,8352,C:\WINDOWS\system32\svchost.exe -k UnistackSvcGroup -s WpnUserService
,svchost,,8780,
,svchost,,8840,
,svchost,,8952,
,svchost,,9176,
Microsoft Corporation,svchost,,9648,C:\WINDOWS\system32\svchost.exe -k UnistackSvcGroup -s CDPUserSvc
,svchost,,10032,
,svchost,,10508,
,svchost,,10764,
,svchost,,10864,
,svchost,,11144,
,svchost,,11244,
Microsoft Corporation,svchost,,11956,C:\WINDOWS\system32\svchost.exe -k ClipboardSvcGroup -p -s cbdhsvc
Microsoft Corporation,svchost,,16424,C:\WINDOWS\system32\svchost.exe -k LocalService -p -s CaptureService
,svchost,,19596,
,svchost,,23740,
,svchost,,26488,
,svchost,,27740,
,svchost,,28556,
,svchost,,35384,
,svchost,,35784,
Microsoft Corporation,svchost,,44552,C:\WINDOWS\system32\svchost.exe -k DevicesFlow -s DevicesFlowUserSvc
,svchost,,49076,
,svchost,,52316,
,System,,4,
Microsoft Corporation,SystemSettings,,49392,"""C:\Windows\ImmersiveControlPanel\SystemSettings.exe"" -ServerName:microsoft.windows.immersivecontrolpanel"
,TabTip,,11804,
Microsoft Corporation,taskhostw,,3124,taskhostw.exe {222A245B-E637-4AE9-A93F-A59CA119A75E}
,taskhostw,,4172,
Microsoft Corporation,TextInputHost,,16260,"""C:\WINDOWS\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\InputApp\TextInputHost.exe"" -ServerName:InputApp.AppX9jnwykgrccxc8by3hsrsh07r423xzvav.mca"
,unsecapp,,6928,
,unsecapp,,7632,
Microsoft Corporation,UserOOBEBroker,,21432,C:\Windows\System32\oobe\UserOOBEBroker.exe -Embedding
Microsoft Corporation,Video.UI,,1004,"""C:\Program Files\WindowsApps\Microsoft.ZuneVideo_10.21061.10121.0_x64__8wekyb3d8bbwe\Video.UI.exe"" -ServerName:Microsoft.ZuneVideo.AppX758ya5sqdjd98rx6z7g95nw6jy7bqx9y.mca"
,vmcompute,,4452,
,vmmem,,10152,
,vmms,,2300,
,WacomHost,,11352,
,Wacom_Tablet,,12044,
Wacom Co. Ltd.,Wacom_TabletUser,Y,9200,"""C:\Program Files\Tablet\Wacom\Wacom_TabletUser.exe"" "
,Wacom_TouchUser,,6704,
,WD Device Agent,,24008,
Western Digital Corporation,WD Discovery,Y,13832,"""C:\Program Files (x86)\Western Digital\Discovery\Current\WD Discovery.exe"" --type=renderer --no-sandbox --enable-features=SharedArrayBuffer --service-pipe-token=6293123101662975215 --lang=en-GB --app-path=""C:\Program Files (x86)\Western Digital\Discovery\Current\resources\app.asar"" --node-integration=true --webview-tag=true --no-sandbox --background-color=#fff --device-scale-factor=1 --num-raster-threads=3 --enable-main-frame-before-activation --service-request-channel-token=6293123101662975215 --renderer-client-id=4 --mojo-platform-channel-handle=2348 /prefetch:1"
Western Digital Corporation,WD Discovery,Y,22156,"""C:\Program Files (x86)\Western Digital\Discovery\Current\WD Discovery.exe"" --type=gpu-process --enable-features=SharedArrayBuffer --no-sandbox --gpu-preferences=KAAAAAAAAACAAwBAAQAAAAAAAAAAAGAAAAAAAAAAAAAIAAAAAAAAACgAAAAEAAAAIAAAAAAAAAAoAAAAAAAAADAAAAAAAAAAOAAAAAAAAAAQAAAAAAAAAAAAAAAKAAAAEAAAAAAAAAAAAAAACwAAABAAAAAAAAAAAQAAAAoAAAAQAAAAAAAAAAEAAAALAAAA --use-gl=swiftshader-webgl --service-request-channel-token=1944966100294859968 --mojo-platform-channel-handle=1728 /prefetch:2"
Western Digital Corporation,WD Discovery,Y,22168,"""C:\Program Files (x86)\Western Digital\Discovery\Current\WD Discovery.exe"" --autolaunch"
Western Digital Corporation,WD Discovery,Y,23484,"""C:\Program Files (x86)\Western Digital\Discovery\Current\WD Discovery.exe"" --reporter-url=https://logdump.wdckeystone.com/post?validate=false&portalType=WD%20Discovery&portalVersion=4.3.336&platform=windows&platformVersion=10.0.19043&portalId=26ca7342-5b3d-476d-8579-60b8bcc9dba1 ""--application-name=WD Discovery"" ""--crashes-directory=C:\Users\brian\AppData\Local\Temp\WD Discovery Crashes"" --v=1"
Western Digital Corporation,WDDiscoveryMonitor,Y,22924,"""C:\Program Files (x86)\Western Digital\Discovery\Current\WDDiscoveryMonitor.exe""  22168 ""C:\Users\brian\.wdc\22168.pid.json"" ""C:\Program Files (x86)\Western Digital\Discovery\Current"" ""C:\Program Files (x86)\Western Digital\Discovery\Current\WD Discovery.exe"" ""WD Device Agent Task brian"" ""--autolaunch"""
,WDDiscoveryService,,23920,
,wdsync,Y,6088,"""C:\Program Files\WD Desktop App\wdsync.exe"" -dataDir C:\Users\brian\AppData\Roaming\WDDesktop\Data\Sync -target local -logging wdlog"
,wdsync,Y,23700,"""C:\Program Files\WD Desktop App\wdsync.exe"" -dataDir ""C:\Users\brian\AppData\Roaming\WDDesktop\Data\Sync"" -env prod -logging wdlog"
,wdsync,Y,31596,"""C:\Program Files\WD Desktop App\wdsync.exe"" -dataDir C:\Users\brian\AppData\Roaming\WDDesktop\Data\Sync -target remote -logging wdlog"
,wdsync-inotify,Y,24940,"""C:\Program Files\WD Desktop App\wdsync-inotify.exe"" -home C:\Users\brian\AppData\Roaming\WDDesktop\Data\Sync\clients\local"
Microsoft Corporation,WindowsTerminal,,22980,"""C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.10.2383.0_x64__8wekyb3d8bbwe\WindowsTerminal.exe"" "
,wininit,,964,
,winlogon,,876,
Microsoft Corporation,WinStore.App,,23436,"""C:\Program Files\WindowsApps\Microsoft.WindowsStore_12107.1001.15.0_x64__8wekyb3d8bbwe\WinStore.App.exe"" -ServerName:App.AppXc75wvwned5vhz4xyxxecvgdjhdkgsdza.mca"
,WmiPrvSE,,4336,
,WmiPrvSE,,4356,
Wox,Wox,Y,19064,"""C:\Users\brian\AppData\Local\Wox\app-1.3.524\Wox.exe"" "
,WTabletServicePro,,6136,
Microsoft Corporation,WWAHost,,20760,"""C:\WINDOWS\system32\wwahost.exe"" -ServerName:Netflix.App.wwa"
Microsoft Corporation,YourPhone,Y,5392,"""C:\Program Files\WindowsApps\Microsoft.YourPhone_1.21072.161.0_x64__8wekyb3d8bbwe\YourPhone.exe"" -ServerName:App.AppX9yct9q388jvt4h7y0gn06smzkxcsnt8m.mca"
Microsoft Corporation,YourPhoneServer,Y,17336,"""C:\Program Files\WindowsApps\Microsoft.YourPhone_1.21072.161.0_x64__8wekyb3d8bbwe\YourPhoneServer/YourPhoneServer.exe"" -Embedding"
